mode,singular_value,pair1,pair2,weight
8,12.515889353969966,1,7,0.6029275352954798
8,12.515889353969966,1,8,0.12573489982177563
8,12.515889353969966,2,5,0.014595419418381498
8,12.515889353969966,2,6,-0.14842980315005946
8,12.515889353969966,2,7,-0.4733804105354712
8,12.515889353969966,2,8,-0.3203297440256027
8,12.515889353969966,5,6,-0.24023799342134677
8,12.515889353969966,5,7,0.10524187507346053
8,12.515889353969966,5,8,-0.021098023772518657
8,12.515889353969966,6,7,-0.18319881680197675
8,12.515889353969966,6,8,0.002822890333405423
8,12.515889353969966,7,8,0.05798750974220935
9,10.575573479878447,1,2,0.05653476831689757
9,10.575573479878447,1,5,-0.1350324535034663
9,10.575573479878447,1,6,0.45836026633310306
9,10.575573479878447,1,7,-0.12743093345200407
9,10.575573479878447,1,8,0.033425156932165946
9,10.575573479878447,2,5,-0.21474915199944633
9,10.575573479878447,2,6,-0.2232798028917955
9,10.575573479878447,2,7,-0.44055693770138044
9,10.575573479878447,2,8,0.18259489107054871
9,10.575573479878447,5,6,0.120954003580093
9,10.575573479878447,5,7,0.45053144043104565
9,10.575573479878447,5,8,0.0033632502146320256
9,10.575573479878447,6,7,-0.11011699752069248
9,10.575573479878447,6,8,0.38795248378952163
9,10.575573479878447,7,8,0.21786467466002554
10,7.8445843623118625,1,2,0.25795804108283965
10,7.8445843623118625,1,5,-0.27012749181980017
10,7.8445843623118625,1,6,-0.11941595295846934
10,7.8445843623118625,1,7,0.0805431951664804
10,7.8445843623118625,1,8,-0.6544257994242879
10,7.8445843623118625,2,5,-0.33569535912200227
10,7.8445843623118625,2,6,0.11060754027148235
10,7.8445843623118625,2,7,0.08530551799760808
10,7.8445843623118625,2,8,-0.22912757666124656
10,7.8445843623118625,5,6,0.259398269421465
10,7.8445843623118625,5,7,-0.19332902653172326
10,7.8445843623118625,5,8,0.16634492118346533
10,7.8445843623118625,6,7,-0.20761790424618531
10,7.8445843623118625,6,8,0.20891756170546408
10,7.8445843623118625,7,8,0.0876382052534638
11,5.2226465828628825,1,2,0.5326619411444623
11,5.2226465828628825,1,5,0.472103089163735
11,5.2226465828628825,1,6,-0.23606996494188598
11,5.2226465828628825,1,7,-0.5265710214550179
11,5.2226465828628825,1,8,0.049384733907363726
11,5.2226465828628825,2,5,-0.16220250660327987
11,5.2226465828628825,2,6,-0.03371491172772241
11,5.2226465828628825,2,7,-0.010096974119614736
11,5.2226465828628825,2,8,-0.19305819090372317
11,5.2226465828628825,5,6,-0.06212106581101854
11,5.2226465828628825,5,7,0.1066703344862575
11,5.2226465828628825,5,8,-0.010230500676416801
11,5.2226465828628825,6,7,0.1588548255976592
11,5.2226465828628825,6,8,-0.02846296611208249
11,5.2226465828628825,7,8,0.22745988673210554
12,4.8681589183908915,1,2,0.3382594162183345
12,4.8681589183908915,1,5,-0.18740104157810167
12,4.8681589183908915,1,6,-0.07930283965132034
12,4.8681589183908915,1,7,-0.06831432026047618
12,4.8681589183908915,1,8,0.18599672377651383
12,4.8681589183908915,2,5,0.08294932989018484
12,4.8681589183908915,2,6,-0.24852131069957928
12,4.8681589183908915,2,7,0.3346321615829004
12,4.8681589183908915,2,8,0.2411647476989914
12,4.8681589183908915,5,6,-0.17347670826787348
12,4.8681589183908915,5,7,0.1827972931144376
12,4.8681589183908915,5,8,0.40125254253621395
12,4.8681589183908915,6,7,-0.5437895187558532
12,4.8681589183908915,6,8,-0.09931495101953544
12,4.8681589183908915,7,8,-0.1898556685819492
13,2.121801769430421,1,2,-0.16514493264205726
13,2.121801769430421,1,5,0.2656146470843247
13,2.121801769430421,1,6,-0.1334052104675535
13,2.121801769430421,1,7,0.018273648090817718
13,2.121801769430421,1,8,-0.18273359833474478
13,2.121801769430421,2,5,0.1713329047992896
13,2.121801769430421,2,6,-0.47692662863436275
13,2.121801769430421,2,7,0.22568086694459025
13,2.121801769430421,2,8,-0.009254363267825347
13,2.121801769430421,5,6,-0.18609584608124213
13,2.121801769430421,5,7,-0.07814924907340257
13,2.121801769430421,5,8,0.022163169699300406
13,2.121801769430421,6,7,0.13257562566109815
13,2.121801769430421,6,8,0.6694388269167747
13,2.121801769430421,7,8,-0.18938659180779252
14,1.6939363990715914,1,2,0.5214078051908125
14,1.6939363990715914,1,5,-0.2826246362113846
14,1.6939363990715914,1,6,0.11464546751527487
14,1.6939363990715914,1,7,0.035001908909154805
14,1.6939363990715914,1,8,-0.03114518279222908
14,1.6939363990715914,2,5,0.31779353916277087
14,1.6939363990715914,2,6,-0.06661913716016209
14,1.6939363990715914,2,7,0.06817089308973433
14,1.6939363990715914,2,8,0.05332863042763575
14,1.6939363990715914,5,6,0.03394374724857811
14,1.6939363990715914,5,7,-0.06821408751104617
14,1.6939363990715914,5,8,-0.6924269879481402
14,1.6939363990715914,6,7,0.03504536386707763
14,1.6939363990715914,6,8,0.07309180906959595
14,1.6939363990715914,7,8,-0.1678253751430941
15,1.2477732833775568,1,2,0.1382437843651196
15,1.2477732833775568,1,5,-0.2015613437735841
15,1.2477732833775568,1,6,0.07910932927715336
15,1.2477732833775568,1,7,0.14122184196593213
15,1.2477732833775568,1,8,-0.10108526320999345
15,1.2477732833775568,2,5,0.06287499740964379
15,1.2477732833775568,2,6,-0.6104247425247498
15,1.2477732833775568,2,7,0.002406301894340895
15,1.2477732833775568,2,8,0.04947887446343757
15,1.2477732833775568,5,6,0.13407357987074214
15,1.2477732833775568,5,7,-0.11794352784648254
15,1.2477732833775568,5,8,0.24942872053633885
15,1.2477732833775568,6,7,0.4893735142486811
15,1.2477732833775568,6,8,-0.36719553689724815
15,1.2477732833775568,7,8,0.2374781860483182
